id_inventory_attachment;tipe_item;no_item;po_id;id_inventory_unit;attachment_id;sn_attachment;baterai_id;sn_baterai;charger_id;sn_charger;kondisi_fisik;kelengkapan;catatan_fisik;lokasi_penyimpanan;attachment_status;tanggal_masuk;catatan_inventory;created_at;updated_at;
;charger;C2018;;6864;;;;;55;WSBS23062601JZ-G0103-0028-0078;Baik;Lengkap;BSLBAT 48V 460AH;Kaldu Sari Nabati Indonesia - Rancaekek;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '6864' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2018', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2019;;;;;;;55;WSBS23062601JZ-G0103-0028-0077;Baik;Lengkap;BSLBAT 48V 460AH;POS 2;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2019', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2020;;5662;;;;;55;WSBS23062601JZ-G0103-0028-0080;Baik;Lengkap;BSLBAT 48V 460AH;Unillever Surabaya;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '5662' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2020', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2021;;7968;;;;;55;WSBS23062601JZ-G0103-0028-0079;Baik;Lengkap;BSLBAT 48V 460AH;POS 2;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7968' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2021', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2022;;5967;;;;;55;WSBS23062601JZ-G0103-0033-0145;Baik;Lengkap;BSLBAT 48V 410AH;Oji Sinarmas Delta mas;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '5967' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2022', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2023;;6724;;;;;55;WSBS23062601JZ-G0103-0033-0143;Baik;Lengkap;BSLBAT 48V 410AH;Lazada / Lastana Express Cimanggis;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '6724' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2023', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2024;;7095;;;;;55;WSBS23062601JZ-G0105-0012-0069;Baik;Lengkap;BSLBAT 80V 560AH;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7095' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2024', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2025;;;;;;;55;WSBS23062601JZ-G0103-0037-0214;Baik;Lengkap;BSLBAT 48V 460AH;Logis All (Unilever Oleo Chemical - Medan);SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2025', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2026;;;;;;;55;WSBS23062601JZ-G0103-0037-0213;Baik;Lengkap;BSLBAT 48V 460AH;Logis All (Unilever Oleo Chemical - Medan);SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2026', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2027;;;;;;;55;WSBS23062601JZ-G0103-0037-0223;Baik;Lengkap;BSLBAT 48V 460AH;Logis All (Unilever Oleo Chemical - Medan);SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2027', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2028;;;;;;;55;WSBS23062601JZ-G0103-0037-0216;Baik;Lengkap;BSLBAT 48V 460AH;Logis All (Unilever Oleo Chemical - Medan);SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2028', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2029;;;;;;;55;WSBS23062601JZ-G0103-0037-0217;Baik;Lengkap;BSLBAT 48V 460AH;Amerta Sukabumi;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2029', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2030;;5023;;;;;55;WSBS23062601JZ-G0103-0037-0218;Baik;Lengkap;BSLBAT 48V 460AH;POS 2;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '5023' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2030', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2031;;6254;;;;;55;WSBS23062601JZ-G0103-0037-0215;Baik;Lengkap;BSLBAT 48V 460AH;POS 2;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '6254' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2031', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2032;;;;;;;55;WSBS23062601JZ-G0103-0037-0220;Baik;Lengkap;BSLBAT 48V 460AH;Supernova JB 6;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2032', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2033;;;;;;;55;WSBS23062601JZ-G0103-0037-0225;Baik;Lengkap;BSLBAT 48V 460AH;Trimitra Delta Silicon 2 Cikarang;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2033', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2034;;5974;;;;;55;WSBS23062601JZ-G0103-0037-0224;Baik;Lengkap;BSLBAT 48V 460AH;HLI Green Power Karawang (LX Pantos);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '5974' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2034', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2035;;5030;;;;;55;WSBS23062601JZ-G0103-0037-0222;Baik;Lengkap;BSLBAT 48V 460AH;Amerta Indah Otsuka Sukabumi;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '5030' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2035', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2036;;5008;;;;;55;WSBS23062601JZ-G0103-0037-0221;Baik;Lengkap;BSLBAT 48V 460AH;South Pacific Viscose (SPV) Purwakarta;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '5008' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2036', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2037;;5383;;;;;55;WSBS23062601JZ-G0103-0037-0219;Baik;Lengkap;BSLBAT 48V 460AH;Unilever Bango Subang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '5383' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2037', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2038;;5558;;;;;55;WSBS23062601JZ-G0105-0011-0059;Baik;Lengkap;BSLBAT 80V 410AH;POS 2;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '5558' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2038', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2039;;;;;;;55;WSBS23062601JZ-G0105-0011-0080;Baik;Lengkap;BSLBAT 80V 410AH;Univenus Serang;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2039', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2040;;;;;;;55;WSBS23062601JZ-G0105-0011-0061;Baik;Lengkap;BSLBAT 80V 410AH;Bekaert Indonesia;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2040', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2041;;;;;;;55;WSBS23062601JZ-G0105-0011-0058;Baik;Lengkap;BSLBAT 80V 410AH;Bekaert Indonesia;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2041', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2042;;;;;;;55;WSBS23062601JZ-G0105-0011-0063;Baik;Lengkap;BSLBAT 80V 410AH;POS 2;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2042', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2043;;6633;;;;;55;WSBS23062601JZ-G0105-0011-0066;Baik;Lengkap;BSLBAT 80V 410AH;Univenus Serang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '6633' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2043', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2044;;7217;;;;;55;WSBS23062601JZ-G0105-0011-0065;Baik;Lengkap;BSLBAT 80V 410AH;Sika Indonesia Cileungsi;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7217' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2044', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2045;;7218;;;;;55;WSBS23062601JZ-G0105-0011-0068;Baik;Lengkap;BSLBAT 80V 410AH;Sika Indonesia Cileungsi;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7218' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2045', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2046;;7214;;;;;55;WSBS23062601JZ-G0105-0011-0067;Baik;Lengkap;BSLBAT 80V 410AH;Sika Indonesia Cileungsi;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7214' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2046', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2047;;6630;;;;;55;WSBS23062601JZ-G0105-0011-0064;Baik;Lengkap;BSLBAT 80V 410AH;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '6630' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2047', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2048;;;;;;;55;WSBS23062601JZ-G0105-0011-0062;Baik;Lengkap;BSLBAT 80V 410AH;POS 2;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2048', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2049;;7216;;;;;55;WSBS23062601JZ-G0105-0011-0057;Baik;Lengkap;BSLBAT 80V 410AH;Sika Indonesia Cileungsi;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7216' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2049', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2050;;7229;;;;;55;WSBS23062601JZ-G0105-0012-0070;Baik;Lengkap;BSLBAT 80V 560AH;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7229' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2050', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2051;;;;;;;55;WSBS23062601JZ-G0103-0028-0085;Baik;Lengkap;BSLBAT 48V 460AH;Univenus Surabaya;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2051', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2052;;7282;;;;;55;WSBS23062601JZ-G0103-0028-0082;Baik;Lengkap;BSLBAT 48V 460AH;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7282' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2052', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2053;;7283;;;;;55;WSBS23062601JZ-G0103-0028-0081;Baik;Lengkap;BSLBAT 48V 460AH;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7283' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2053', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2054;;7284;;;;;55;WSBS23062601JZ-G0103-0028-0083;Baik;Lengkap;BSLBAT 48V 460AH;Nissin Jaya Cibitung / MM;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7284' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2054', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2055;;7285;;;;;55;WSBS23062601JZ-G0103-0028-0084;Baik;Lengkap;BSLBAT 48V 460AH;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7285' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2055', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2056;;;;;;;55;WSBS23062601JZ-G0103-0029-0088;Baik;Lengkap;BSLBAT 48V 560AH;LG Tangerang;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2056', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2057;;;;;;;55;WSBS23062601JZ-G0103-0029-00101;Baik;Lengkap;BSLBAT 48V 560AH;LG Tangerang;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2057', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C2058;;7059;;;;;55;WSBS23062601JZ-G0103-0030-0105;Baik;Lengkap;BSLBAT 48V 280AH;Supernova JB 2;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7059' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C2058', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
