"id";"module";"page";"action";"subaction";"component";"key_name";"display_name";"description";"category";"is_active";"created_at";"updated_at"
"156";"marketing";"audit_approval";"view";NULL;NULL;"marketing.audit_approval.view";"Marketing - Audit Approval - View";"View audit approval list";"Marketing";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"157";"marketing";"audit_approval";"approve";NULL;NULL;"marketing.audit_approval.approve";"Marketing - Audit Approval - Approve";"Approve unit audit";"Marketing";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"158";"marketing";"audit_approval";"reject";NULL;NULL;"marketing.audit_approval.reject";"Marketing - Audit Approval - Reject";"Reject unit audit";"Marketing";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"159";"marketing";"audit_approval";"export";NULL;NULL;"marketing.audit_approval.export";"Marketing - Audit Approval - Export";"Export audit data";"Marketing";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"160";"service";"unit_audit";"navigation";NULL;NULL;"service.unit_audit.navigation";"Service - Unit Audit - Navigation";"Access unit audit menu";"Service";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"161";"service";"unit_audit";"view";NULL;NULL;"service.unit_audit.view";"Service - Unit Audit - View";"View audit list";"Service";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"162";"service";"unit_audit";"create";NULL;NULL;"service.unit_audit.create";"Service - Unit Audit - Create";"Create unit audit";"Service";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"163";"service";"unit_audit";"edit";NULL;NULL;"service.unit_audit.edit";"Service - Unit Audit - Edit";"Edit audit";"Service";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"164";"service";"unit_audit";"submit";NULL;NULL;"service.unit_audit.submit";"Service - Unit Audit - Submit";"Submit for approval";"Service";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"165";"service";"unit_audit";"delete";NULL;NULL;"service.unit_audit.delete";"Service - Unit Audit - Delete";"Delete audit";"Service";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"166";"service";"unit_audit";"export";NULL;NULL;"service.unit_audit.export";"Service - Unit Audit - Export";"Export audit data";"Service";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"167";"warehouse";"movements";"navigation";NULL;NULL;"warehouse.movements.navigation";"Warehouse - Movements - Navigation";"Access movements menu";"Warehouse";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"168";"warehouse";"movements";"view";NULL;NULL;"warehouse.movements.view";"Warehouse - Movements - View";"View movement history";"Warehouse";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"169";"warehouse";"movements";"create";NULL;NULL;"warehouse.movements.create";"Warehouse - Movements - Create";"Create surat jalan";"Warehouse";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"170";"warehouse";"movements";"edit";NULL;NULL;"warehouse.movements.edit";"Warehouse - Movements - Edit";"Edit movement";"Warehouse";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"171";"warehouse";"movements";"confirm_departure";NULL;NULL;"warehouse.movements.confirm_departure";"Warehouse - Movements - Confirm Departure";"Confirm unit departure";"Warehouse";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"172";"warehouse";"movements";"confirm_arrival";NULL;NULL;"warehouse.movements.confirm_arrival";"Warehouse - Movements - Confirm Arrival";"Confirm unit arrival";"Warehouse";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"173";"warehouse";"movements";"cancel";NULL;NULL;"warehouse.movements.cancel";"Warehouse - Movements - Cancel";"Cancel movement";"Warehouse";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"174";"warehouse";"movements";"print";NULL;NULL;"warehouse.movements.print";"Warehouse - Movements - Print";"Print surat jalan";"Warehouse";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"175";"warehouse";"movements";"export";NULL;NULL;"warehouse.movements.export";"Warehouse - Movements - Export";"Export movement data";"Warehouse";"1";"2026-03-07 10:46:08";"2026-03-07 11:24:29"
"176";"dashboard";"home";"navigation";NULL;NULL;"dashboard.home.navigation";"Dashboard - Home - Navigation";"Access dashboard menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"177";"dashboard";"home";"view";NULL;NULL;"dashboard.home.view";"Dashboard - Home - View";"View dashboard widgets";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"178";"dashboard";"analytics";"navigation";NULL;NULL;"dashboard.analytics.navigation";"Dashboard - Analytics - Navigation";"Access analytics dashboard";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"179";"dashboard";"analytics";"view";NULL;NULL;"dashboard.analytics.view";"Dashboard - Analytics - View";"View analytics data";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"180";"dashboard";"analytics";"export";NULL;NULL;"dashboard.analytics.export";"Dashboard - Analytics - Export";"Export analytics report";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"181";"marketing";"customer";"view";NULL;NULL;"marketing.customer.view";"Marketing - Customer - View";"View customer list and details";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"182";"marketing";"customer";"import";NULL;NULL;"marketing.customer.import";"Marketing - Customer - Import";"Import customer data";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"188";"marketing";"quotation";"view";NULL;NULL;"marketing.quotation.view";"Marketing - Quotation - View";"View quotation list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"189";"marketing";"quotation";"reject";NULL;NULL;"marketing.quotation.reject";"Marketing - Quotation - Reject";"Reject quotation";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"190";"marketing";"quotation";"convert_po";NULL;NULL;"marketing.quotation.convert_po";"Marketing - Quotation - Convert PO";"Convert quotation to PO/Contract";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"191";"marketing";"quotation";"export";NULL;NULL;"marketing.quotation.export";"Marketing - Quotation - Export";"Export quotation data";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"198";"marketing";"contract";"navigation";NULL;NULL;"marketing.contract.navigation";"Marketing - Contract - Navigation";"Access contract menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"199";"marketing";"contract";"view";NULL;NULL;"marketing.contract.view";"Marketing - Contract - View";"View contract list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"200";"marketing";"contract";"create";NULL;NULL;"marketing.contract.create";"Marketing - Contract - Create";"Create new contract";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"201";"marketing";"contract";"edit";NULL;NULL;"marketing.contract.edit";"Marketing - Contract - Edit";"Edit contract";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"202";"marketing";"contract";"delete";NULL;NULL;"marketing.contract.delete";"Marketing - Contract - Delete";"Delete contract";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"203";"marketing";"contract";"approve";NULL;NULL;"marketing.contract.approve";"Marketing - Contract - Approve";"Approve contract";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"204";"marketing";"contract";"renew";NULL;NULL;"marketing.contract.renew";"Marketing - Contract - Renew";"Renew contract";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"205";"marketing";"contract";"terminate";NULL;NULL;"marketing.contract.terminate";"Marketing - Contract - Terminate";"Terminate contract";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"206";"marketing";"contract";"export";NULL;NULL;"marketing.contract.export";"Marketing - Contract - Export";"Export contract data";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"207";"marketing";"contract";"print";NULL;NULL;"marketing.contract.print";"Marketing - Contract - Print";"Print contract document";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"213";"marketing";"performance";"navigation";NULL;NULL;"marketing.performance.navigation";"Marketing - Performance - Navigation";"Access performance dashboard";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"214";"marketing";"performance";"view";NULL;NULL;"marketing.performance.view";"Marketing - Performance - View";"View performance metrics";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"215";"marketing";"performance";"export";NULL;NULL;"marketing.performance.export";"Marketing - Performance - Export";"Export performance report";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"216";"service";"work_order";"navigation";NULL;NULL;"service.work_order.navigation";"Service - Work Order - Navigation";"Access work order menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"217";"service";"work_order";"view";NULL;NULL;"service.work_order.view";"Service - Work Order - View";"View work order list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"218";"service";"work_order";"create";NULL;NULL;"service.work_order.create";"Service - Work Order - Create";"Create work order";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"219";"service";"work_order";"edit";NULL;NULL;"service.work_order.edit";"Service - Work Order - Edit";"Edit work order";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"220";"service";"work_order";"delete";NULL;NULL;"service.work_order.delete";"Service - Work Order - Delete";"Delete work order";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"221";"service";"work_order";"assign";NULL;NULL;"service.work_order.assign";"Service - Work Order - Assign";"Assign technician";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"222";"service";"work_order";"complete";NULL;NULL;"service.work_order.complete";"Service - Work Order - Complete";"Mark as completed";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"223";"service";"work_order";"export";NULL;NULL;"service.work_order.export";"Service - Work Order - Export";"Export work order";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"224";"service";"work_order";"print";NULL;NULL;"service.work_order.print";"Service - Work Order - Print";"Print work order";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"232";"service";"unit_audit_location";"navigation";NULL;NULL;"service.unit_audit_location.navigation";"Service - Audit Location - Navigation";"Access audit by location menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"233";"service";"unit_audit_location";"view";NULL;NULL;"service.unit_audit_location.view";"Service - Audit Location - View";"View location audit";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"234";"service";"unit_audit_location";"create";NULL;NULL;"service.unit_audit_location.create";"Service - Audit Location - Create";"Create location audit";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"235";"service";"unit_audit_location";"export";NULL;NULL;"service.unit_audit_location.export";"Service - Audit Location - Export";"Export location audit";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"236";"service";"maintenance";"navigation";NULL;NULL;"service.maintenance.navigation";"Service - Maintenance - Navigation";"Access maintenance menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"237";"service";"maintenance";"view";NULL;NULL;"service.maintenance.view";"Service - Maintenance - View";"View maintenance schedule";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"238";"service";"maintenance";"create";NULL;NULL;"service.maintenance.create";"Service - Maintenance - Create";"Create maintenance";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"239";"service";"maintenance";"edit";NULL;NULL;"service.maintenance.edit";"Service - Maintenance - Edit";"Edit maintenance";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"240";"service";"maintenance";"delete";NULL;NULL;"service.maintenance.delete";"Service - Maintenance - Delete";"Delete maintenance";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"241";"service";"maintenance";"complete";NULL;NULL;"service.maintenance.complete";"Service - Maintenance - Complete";"Mark as completed";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"242";"service";"maintenance";"export";NULL;NULL;"service.maintenance.export";"Service - Maintenance - Export";"Export maintenance";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"243";"service";"area_management";"navigation";NULL;NULL;"service.area_management.navigation";"Service - Area - Navigation";"Access area management menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"244";"service";"area_management";"view";NULL;NULL;"service.area_management.view";"Service - Area - View";"View service areas";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"245";"service";"area_management";"create";NULL;NULL;"service.area_management.create";"Service - Area - Create";"Create service area";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"246";"service";"area_management";"edit";NULL;NULL;"service.area_management.edit";"Service - Area - Edit";"Edit service area";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"247";"service";"area_management";"delete";NULL;NULL;"service.area_management.delete";"Service - Area - Delete";"Delete service area";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"248";"warehouse";"inventory_unit";"navigation";NULL;NULL;"warehouse.inventory_unit.navigation";"Warehouse - Inventory - Navigation";"Access inventory menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"249";"warehouse";"inventory_unit";"view";NULL;NULL;"warehouse.inventory_unit.view";"Warehouse - Inventory - View";"View inventory";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"250";"warehouse";"inventory_unit";"create";NULL;NULL;"warehouse.inventory_unit.create";"Warehouse - Inventory - Create";"Add unit to inventory";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"251";"warehouse";"inventory_unit";"edit";NULL;NULL;"warehouse.inventory_unit.edit";"Warehouse - Inventory - Edit";"Edit inventory data";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"252";"warehouse";"inventory_unit";"delete";NULL;NULL;"warehouse.inventory_unit.delete";"Warehouse - Inventory - Delete";"Delete from inventory";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"253";"warehouse";"inventory_unit";"export";NULL;NULL;"warehouse.inventory_unit.export";"Warehouse - Inventory - Export";"Export inventory";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"254";"warehouse";"inventory_unit";"print";NULL;NULL;"warehouse.inventory_unit.print";"Warehouse - Inventory - Print";"Print inventory report";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"255";"warehouse";"inventory_unit";"adjust";NULL;NULL;"warehouse.inventory_unit.adjust";"Warehouse - Inventory - Adjust";"Adjust stock";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"265";"warehouse";"stock_opname";"navigation";NULL;NULL;"warehouse.stock_opname.navigation";"Warehouse - Stock Opname - Navigation";"Access stock opname menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"266";"warehouse";"stock_opname";"view";NULL;NULL;"warehouse.stock_opname.view";"Warehouse - Stock Opname - View";"View stock opname";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"267";"warehouse";"stock_opname";"create";NULL;NULL;"warehouse.stock_opname.create";"Warehouse - Stock Opname - Create";"Create stock opname";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"268";"warehouse";"stock_opname";"edit";NULL;NULL;"warehouse.stock_opname.edit";"Warehouse - Stock Opname - Edit";"Edit stock opname";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"269";"warehouse";"stock_opname";"submit";NULL;NULL;"warehouse.stock_opname.submit";"Warehouse - Stock Opname - Submit";"Submit stock opname";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"270";"warehouse";"stock_opname";"approve";NULL;NULL;"warehouse.stock_opname.approve";"Warehouse - Stock Opname - Approve";"Approve stock opname";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"271";"warehouse";"stock_opname";"export";NULL;NULL;"warehouse.stock_opname.export";"Warehouse - Stock Opname - Export";"Export stock opname";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"272";"warehouse";"receiving";"navigation";NULL;NULL;"warehouse.receiving.navigation";"Warehouse - Receiving - Navigation";"Access receiving menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"273";"warehouse";"receiving";"view";NULL;NULL;"warehouse.receiving.view";"Warehouse - Receiving - View";"View receiving list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"274";"warehouse";"receiving";"create";NULL;NULL;"warehouse.receiving.create";"Warehouse - Receiving - Create";"Create receiving";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"275";"warehouse";"receiving";"edit";NULL;NULL;"warehouse.receiving.edit";"Warehouse - Receiving - Edit";"Edit receiving";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"276";"warehouse";"receiving";"verify";NULL;NULL;"warehouse.receiving.verify";"Warehouse - Receiving - Verify";"Verify received items";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"277";"warehouse";"receiving";"print";NULL;NULL;"warehouse.receiving.print";"Warehouse - Receiving - Print";"Print receiving note";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"278";"purchasing";"unit";"navigation";NULL;NULL;"purchasing.unit.navigation";"Purchasing - Unit - Navigation";"Access purchase unit menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"279";"purchasing";"unit";"view";NULL;NULL;"purchasing.unit.view";"Purchasing - Unit - View";"View purchase list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"280";"purchasing";"unit";"create";NULL;NULL;"purchasing.unit.create";"Purchasing - Unit - Create";"Create purchase";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"281";"purchasing";"unit";"edit";NULL;NULL;"purchasing.unit.edit";"Purchasing - Unit - Edit";"Edit purchase";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"282";"purchasing";"unit";"delete";NULL;NULL;"purchasing.unit.delete";"Purchasing - Unit - Delete";"Delete purchase";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"283";"purchasing";"unit";"approve";NULL;NULL;"purchasing.unit.approve";"Purchasing - Unit - Approve";"Approve purchase";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"284";"purchasing";"unit";"export";NULL;NULL;"purchasing.unit.export";"Purchasing - Unit - Export";"Export purchase data";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"285";"purchasing";"vendor";"navigation";NULL;NULL;"purchasing.vendor.navigation";"Purchasing - Vendor - Navigation";"Access vendor menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"286";"purchasing";"vendor";"view";NULL;NULL;"purchasing.vendor.view";"Purchasing - Vendor - View";"View vendor list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"287";"purchasing";"vendor";"create";NULL;NULL;"purchasing.vendor.create";"Purchasing - Vendor - Create";"Add vendor";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"288";"purchasing";"vendor";"edit";NULL;NULL;"purchasing.vendor.edit";"Purchasing - Vendor - Edit";"Edit vendor";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"289";"purchasing";"vendor";"delete";NULL;NULL;"purchasing.vendor.delete";"Purchasing - Vendor - Delete";"Delete vendor";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"290";"purchasing";"vendor";"export";NULL;NULL;"purchasing.vendor.export";"Purchasing - Vendor - Export";"Export vendor list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"291";"purchasing";"po";"view";NULL;NULL;"purchasing.po.view";"Purchasing - PO - View";"View PO list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"292";"purchasing";"po";"delete";NULL;NULL;"purchasing.po.delete";"Purchasing - PO - Delete";"Delete PO";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"293";"purchasing";"po";"print";NULL;NULL;"purchasing.po.print";"Purchasing - PO - Print";"Print PO";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"298";"finance";"invoice";"navigation";NULL;NULL;"finance.invoice.navigation";"Finance - Invoice - Navigation";"Access invoice menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"299";"finance";"invoice";"view";NULL;NULL;"finance.invoice.view";"Finance - Invoice - View";"View invoice list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"300";"finance";"invoice";"create";NULL;NULL;"finance.invoice.create";"Finance - Invoice - Create";"Create invoice";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"301";"finance";"invoice";"edit";NULL;NULL;"finance.invoice.edit";"Finance - Invoice - Edit";"Edit invoice";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"302";"finance";"invoice";"delete";NULL;NULL;"finance.invoice.delete";"Finance - Invoice - Delete";"Delete invoice";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"303";"finance";"invoice";"approve";NULL;NULL;"finance.invoice.approve";"Finance - Invoice - Approve";"Approve invoice";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"304";"finance";"invoice";"print";NULL;NULL;"finance.invoice.print";"Finance - Invoice - Print";"Print invoice";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"305";"finance";"invoice";"export";NULL;NULL;"finance.invoice.export";"Finance - Invoice - Export";"Export invoice";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"306";"finance";"payment";"navigation";NULL;NULL;"finance.payment.navigation";"Finance - Payment - Navigation";"Access payment menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"307";"finance";"payment";"view";NULL;NULL;"finance.payment.view";"Finance - Payment - View";"View payment list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"308";"finance";"payment";"create";NULL;NULL;"finance.payment.create";"Finance - Payment - Create";"Record payment";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"309";"finance";"payment";"edit";NULL;NULL;"finance.payment.edit";"Finance - Payment - Edit";"Edit payment";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"310";"finance";"payment";"delete";NULL;NULL;"finance.payment.delete";"Finance - Payment - Delete";"Delete payment";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"311";"finance";"payment";"verify";NULL;NULL;"finance.payment.verify";"Finance - Payment - Verify";"Verify payment";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"312";"finance";"payment";"export";NULL;NULL;"finance.payment.export";"Finance - Payment - Export";"Export payment";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"313";"finance";"billing";"navigation";NULL;NULL;"finance.billing.navigation";"Finance - Billing - Navigation";"Access billing menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"314";"finance";"billing";"view";NULL;NULL;"finance.billing.view";"Finance - Billing - View";"View billing";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"315";"finance";"billing";"create";NULL;NULL;"finance.billing.create";"Finance - Billing - Create";"Create billing";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"316";"finance";"billing";"edit";NULL;NULL;"finance.billing.edit";"Finance - Billing - Edit";"Edit billing";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"317";"finance";"billing";"send";NULL;NULL;"finance.billing.send";"Finance - Billing - Send";"Send billing to customer";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"318";"finance";"billing";"export";NULL;NULL;"finance.billing.export";"Finance - Billing - Export";"Export billing";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"319";"operational";"unit_rolling";"navigation";NULL;NULL;"operational.unit_rolling.navigation";"Operational - Rolling - Navigation";"Access unit rolling menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"320";"operational";"unit_rolling";"view";NULL;NULL;"operational.unit_rolling.view";"Operational - Rolling - View";"View rolling schedule";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"321";"operational";"unit_rolling";"create";NULL;NULL;"operational.unit_rolling.create";"Operational - Rolling - Create";"Create rolling";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"322";"operational";"unit_rolling";"edit";NULL;NULL;"operational.unit_rolling.edit";"Operational - Rolling - Edit";"Edit rolling";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"323";"operational";"unit_rolling";"approve";NULL;NULL;"operational.unit_rolling.approve";"Operational - Rolling - Approve";"Approve rolling";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"324";"operational";"unit_rolling";"execute";NULL;NULL;"operational.unit_rolling.execute";"Operational - Rolling - Execute";"Execute rolling";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"325";"operational";"unit_rolling";"export";NULL;NULL;"operational.unit_rolling.export";"Operational - Rolling - Export";"Export rolling data";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"326";"operational";"unit_asset";"navigation";NULL;NULL;"operational.unit_asset.navigation";"Operational - Asset - Navigation";"Access unit asset menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"327";"operational";"unit_asset";"view";NULL;NULL;"operational.unit_asset.view";"Operational - Asset - View";"View asset list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"328";"operational";"unit_asset";"create";NULL;NULL;"operational.unit_asset.create";"Operational - Asset - Create";"Register asset";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"329";"operational";"unit_asset";"edit";NULL;NULL;"operational.unit_asset.edit";"Operational - Asset - Edit";"Edit asset";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"330";"operational";"unit_asset";"delete";NULL;NULL;"operational.unit_asset.delete";"Operational - Asset - Delete";"Delete asset";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"331";"operational";"unit_asset";"transfer";NULL;NULL;"operational.unit_asset.transfer";"Operational - Asset - Transfer";"Transfer asset";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"332";"operational";"unit_asset";"export";NULL;NULL;"operational.unit_asset.export";"Operational - Asset - Export";"Export asset";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"333";"operational";"perizinan";"navigation";NULL;NULL;"operational.perizinan.navigation";"Operational - Perizinan - Navigation";"Access perizinan menu";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"334";"operational";"perizinan";"view";NULL;NULL;"operational.perizinan.view";"Operational - Perizinan - View";"View perizinan";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"335";"operational";"perizinan";"create";NULL;NULL;"operational.perizinan.create";"Operational - Perizinan - Create";"Create perizinan";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"336";"operational";"perizinan";"edit";NULL;NULL;"operational.perizinan.edit";"Operational - Perizinan - Edit";"Edit perizinan";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"337";"operational";"perizinan";"renew";NULL;NULL;"operational.perizinan.renew";"Operational - Perizinan - Renew";"Renew perizinan";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"338";"operational";"perizinan";"export";NULL;NULL;"operational.perizinan.export";"Operational - Perizinan - Export";"Export perizinan";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
